Class,Name,Brand,Group,RAW SIZE,Diameter,Width,BOLT PATTERN,BOLT PATTERN #2,Centerbore,Finish,Purchase Description,Inventory Location,Location Available,Location On Order,Location On Water,China Stock,Production 2025,0-30 Days,31-90 Days,91-365 Days,0-60 days (0-2 mo),61-120 days (2-4 mo),121-180 days (4 to 6 mo),121-365 days  (4 to 12 mo),121-548 days (4 to 18 mo),121+ Days (all time),ALL Time,Average Cost,Location Average Cost,Price Level A,Price Level AC,Price Level C,Price Level D,Price Level E,Price Level H,Price Level DC-A,MAP,Purchase Price,SFTP,Profit %,On Sale,Discontinued Item,Exclude From Average Cost Update,Location Last Invoice Date,Location Last Receipt Date from PO,Location Last Receipt Date from TO,Location Last Receipt Date from RMA,Last Inventory Adjustment Date,Location Last Receipt Date (Any Type),Location First PO Date,Location First Receipt Date from PO (1st Time Entered Warehouse - Originating From a PO),Location First Receipt Date from TO,Location PO Count,Type
Wheel,KON-522018X1206135-18MB,Konig,ENK-92,18,18,12,6x135,,74.1,Matte Black,Konig ENK-92 18x12,"Tampa, FL",28,0,0,0,0,0,0,0,0,0,0,0,0,0,2,162.99,172.87,Retail,261.84,236.9,224.43,211.96,199.5,187.03,211.96,179.29,254.36,34.64,No,No,,2/21/2026,7/3/2025,,,,7/3/2025,9/24/2024,8/20/2024,,17,Inventory Item
Wheel,ADV-336428X1005120-12NC,Advan,ENK-92,28,28,10,5x120,5x120,114.3,Satin Black,Advan ENK-92 28x10,"Tampa, FL",20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,259.99,264.77,Retail,398.57,360.61,341.63,322.65,303.67,284.69,322.65,285.99,387.18,31.51,No,No,,12/18/2025,1/8/2026,,1/28/2026,11/16/2025,1/8/2026,12/14/2024,1/18/2025,,14,Inventory Item
Wheel,ADV-336428X1005120-12NC,Advan,ENK-92,28,28,10,5x120,,114.3,Satin Black,Advan ENK-92 28x10,"Atlanta, GA",9,0,0,0,0,53,115,286,37,56,35,87,34,29,516,259.99,234.18,Retail,398.57,360.61,341.63,322.65,303.67,284.69,322.65,285.99,387.18,31.51,No,No,,10/26/2025,11/16/2025,12/23/2025,,9/30/2025,11/16/2025,1/6/2025,11/17/2024,1/18/2025,16,Inventory Item
Wheel,ADV-336428X1005120-12NC,Advan,ENK-92,28,28,10,5x120,5x120,114.3,Satin Black,Advan ENK-92 28x10,"Orlando, FL",72,0,0,0,0,32,36,210,96,41,40,111,28,74,777,259.99,240.84,Retail,398.57,360.61,341.63,322.65,303.67,284.69,322.65,285.99,387.18,31.51,No,No,,12/14/2025,9/27/2025,,,,9/27/2025,5/23/2024,10/1/2024,,7,Inventory Item
Wheel,ADV-336428X1005120-12NC,Advan,ENK-92,28,28,10,5x120,,114.3,Satin Black,Advan ENK-92 28x10,"Dallas, TX",10,45,0,0,0,34,66,100,10,40,10,61,39,145,318,259.99,273.75,Retail,398.57,360.61,341.63,322.65,303.67,284.69,322.65,285.99,387.18,31.51,No,No,,1/3/2026,10/30/2025,,,,10/30/2025,1/5/2025,4/10/2024,7/22/2024,14,Inventory Item
Wheel,RAY-795824X1005114.3TB,Rays,ADV-GT,24,24,10,5x114.3,5x114.3,78.1,Chrome,Rays ADV-GT 24x10,"Phoenix, AZ",54,0,0,0,0,1,2,2,3,1,0,6,5,10,38,85.99,81.81,Retail,133.63,120.91,114.54,108.18,101.82,95.45,108.18,94.59,129.82,32.43,No,No,,3/13/2026,7/7/2025,,2/18/2026,,7/7/2025,1/3/2025,11/22/2024,4/6/2024,4,Inventory Item
Wheel,RAY-795824X1005114.3TB,Rays,ADV-GT,24,24,10,5x114.3,,78.1,Chrome,Rays ADV-GT 24x10,"Orlando, FL",74,109,0,0,0,17,57,117,53,18,44,47,33,178,524,85.99,79.39,Retail,133.63,120.91,114.54,108.18,101.82,95.45,108.18,94.59,129.82,32.43,No,No,,9/30/2025,8/4/2025,,,,8/4/2025,9/22/2024,8/19/2024,,20,Inventory Item
Wheel,RAY-795824X1005114.3TB,Rays,ADV-GT,24,24,10,5x114.3,,78.1,Chrome,Rays ADV-GT 24x10,"Nashville, TN",2,0,0,0,31,0,0,0,0,0,0,0,0,0,4,85.99,82.6,Retail,133.63,120.91,114.54,108.18,101.82,95.45,108.18,94.59,129.82,32.43,No,No,,10/7/2025,11/9/2025,,1/9/2026,,11/9/2025,11/27/2024,11/20/2024,,8,Inventory Item
Wheel,HRE-430918X1006135MTBR,HRE,BBS-CH-R,18,18,10,6x135,,87.1,Chrome,HRE BBS-CH-R 18x10,"Orlando, FL",74,0,12,0,0,3,0,6,2,2,1,8,0,3,25,64.99,61.1,Retail,90.08,81.5,77.21,72.92,68.63,64.34,72.92,71.49,87.51,24.25,No,Yes,,12/28/2025,11/24/2025,,,,11/24/2025,1/2/2025,1/25/2025,,9,Inventory Item
Wheel,HRE-430918X1006135MTBR,HRE,BBS-CH-R,18,18,10,6x135,,87.1,Chrome,HRE BBS-CH-R 18x10,"Houston, TX",30,0,0,0,0,7,7,69,20,8,6,16,13,54,67,64.99,62.2,Retail,90.08,81.5,77.21,72.92,68.63,64.34,72.92,71.49,87.51,24.25,No,Yes,,1/31/2026,4/22/2025,,,,4/22/2025,7/25/2024,2/20/2025,,1,Inventory Item
Wheel,HRE-430918X1006135MTBR,HRE,BBS-CH-R,18,18,10,6x135,6x135,87.1,Chrome,HRE BBS-CH-R 18x10,"Phoenix, AZ",15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,64.99,69.14,Retail,90.08,81.5,77.21,72.92,68.63,64.34,72.92,71.49,87.51,24.25,No,Yes,,11/25/2025,6/6/2025,,,,6/6/2025,10/22/2024,5/2/2024,11/5/2024,16,Inventory Item
Wheel,HRE-430918X1006135MTBR,HRE,BBS-CH-R,18,18,10,6x135,,87.1,Chrome,HRE BBS-CH-R 18x10,"Tampa, FL",44,0,0,0,78,0,0,0,0,0,0,0,0,0,2,64.99,63.25,Retail,90.08,81.5,77.21,72.92,68.63,64.34,72.92,71.49,87.51,24.25,No,Yes,,3/22/2026,5/17/2025,,,,5/17/2025,6/16/2024,9/27/2024,,2,Inventory Item
Wheel,WOR-881728X908170-12NC,Work,KNG-500,28,28,9,8x170,,78.1,Satin Black,Work KNG-500 28x9,"Nashville, TN",46,0,0,153,0,10,31,61,15,10,11,23,15,15,154,145.99,155.85,Retail,229.94,208.04,197.09,186.14,175.19,164.24,186.14,160.59,223.37,33.33,No,No,,1/14/2026,7/25/2025,,,,7/25/2025,1/11/2025,3/31/2024,,10,Inventory Item
Wheel,WOR-881728X908170-12NC,Work,KNG-500,28,28,9,8x170,8x170,78.1,Satin Black,Work KNG-500 28x9,"Orlando, FL",57,0,0,0,0,1,3,15,1,2,0,4,5,10,32,145.99,152.22,Retail,229.94,208.04,197.09,186.14,175.19,164.24,186.14,160.59,223.37,33.33,No,No,,12/5/2025,7/22/2025,,,,7/22/2025,6/26/2024,6/14/2024,5/28/2024,9,Inventory Item
Wheel,KON-143318X1005114.3TB,Konig,ROT-BLQ,18,18,10,5x114.3,,78.1,Chrome,Konig ROT-BLQ 18x10,"Charlotte, NC",51,0,0,0,0,5,66,178,15,67,51,90,30,99,345,116.99,122.96,Retail,194.08,175.6,166.36,157.11,147.87,138.63,157.11,128.69,188.54,36.71,Yes,No,,10/28/2025,1/15/2026,11/14/2025,,,1/15/2026,8/14/2024,7/18/2024,,7,Inventory Item
Wheel,KON-143318X1005114.3TB,Konig,ROT-BLQ,18,18,10,5x114.3,,78.1,Chrome,Konig ROT-BLQ 18x10,"Phoenix, AZ",74,91,0,0,0,44,48,25,46,16,22,112,78,108,303,116.99,127.75,Retail,194.08,175.6,166.36,157.11,147.87,138.63,157.11,128.69,188.54,36.71,Yes,No,,10/19/2025,6/21/2025,,,,6/21/2025,6/2/2024,12/20/2024,,9,Inventory Item
Wheel,KON-143318X1005114.3TB,Konig,ROT-BLQ,18,18,10,5x114.3,,78.1,Chrome,Konig ROT-BLQ 18x10,"Atlanta, GA",24,94,26,148,0,0,0,0,0,0,0,0,0,0,0,116.99,108.82,Retail,194.08,175.6,166.36,157.11,147.87,138.63,157.11,128.69,188.54,36.71,Yes,No,,,11/1/2025,,,,11/1/2025,10/28/2024,9/7/2024,8/1/2024,16,Inventory Item
Wheel,KON-143318X1005114.3TB,Konig,ROT-BLQ,18,18,10,5x114.3,,78.1,Chrome,Konig ROT-BLQ 18x10,"Tampa, FL",12,97,0,0,0,77,111,34,23,43,44,80,61,155,633,116.99,109.81,Retail,194.08,175.6,166.36,157.11,147.87,138.63,157.11,128.69,188.54,36.71,Yes,No,,1/4/2026,3/12/2026,,,,3/12/2026,4/9/2024,3/26/2024,,12,Inventory Item
Wheel,WOR-608118X1055127SB,Work,HRE-501,18,18,10.5,5x127,5x127,106.1,Gunmetal,Work HRE-501 18x10.5,"Charlotte, NC",4,0,0,0,0,36,37,200,58,56,36,40,78,180,659,76.99,76.23,Retail,109.95,99.47,94.24,89,83.77,78.53,89,84.69,106.8,26.47,No,No,,12/23/2025,1/5/2026,,,,1/5/2026,6/17/2024,4/28/2024,,9,Inventory Item
Wheel,WOR-608118X1055127SB,Work,HRE-501,18,18,10.5,5x127,,106.1,Gunmetal,Work HRE-501 18x10.5,"Orlando, FL",42,1,0,0,0,22,143,62,33,33,21,109,28,37,468,76.99,71.02,Retail,109.95,99.47,94.24,89,83.77,78.53,89,84.69,106.8,26.47,No,No,,11/19/2025,2/6/2026,,,3/21/2026,2/6/2026,5/16/2024,8/5/2024,,16,Inventory Item
Wheel,RAY-904726X1055120-18MB,Rays,BBS-CH-R,26,26,10.5,5x120,,78.1,Silver Machined,Rays BBS-CH-R 26x10.5,"Nashville, TN",31,0,0,5,0,80,26,296,68,57,21,31,69,101,344,150.99,147.35,Retail,234.64,212.3,201.12,189.95,178.78,167.6,189.95,166.09,227.94,32.43,No,No,,11/17/2025,5/27/2025,,,,5/27/2025,5/12/2024,4/8/2024,,8,Inventory Item
Wheel,RAY-904726X1055120-18MB,Rays,BBS-CH-R,26,26,10.5,5x120,5x120,78.1,Silver Machined,Rays BBS-CH-R 26x10.5,"Orlando, FL",73,5,0,0,0,0,0,0,0,0,0,0,0,0,4,150.99,152.95,Retail,234.64,212.3,201.12,189.95,178.78,167.6,189.95,166.09,227.94,32.43,No,No,Yes,11/26/2025,12/16/2025,,,,12/16/2025,7/25/2024,4/18/2024,,5,Inventory Item
Wheel,RAY-904726X1055120-18MB,Rays,BBS-CH-R,26,26,10.5,5x120,,78.1,Silver Machined,Rays BBS-CH-R 26x10.5,"Dallas, TX",62,0,0,0,0,23,22,146,92,10,31,16,50,74,243,150.99,136.12,Retail,234.64,212.3,201.12,189.95,178.78,167.6,189.95,166.09,227.94,32.43,No,No,,1/28/2026,6/29/2025,,,,6/29/2025,10/1/2024,7/31/2024,2/26/2025,12,Inventory Item
Wheel,WOR-745226X1005127-12NC,Work,VSN-CVT,26,26,10,5x127,5x127,106.1,Bronze,Work VSN-CVT 26x10,"Orlando, FL",28,20,0,0,0,34,110,106,11,24,7,78,44,127,298,166.99,174.95,Retail,264.76,239.54,226.94,214.33,201.72,189.11,214.33,183.69,257.19,33.77,No,No,,12/21/2025,4/29/2025,,,,4/29/2025,11/14/2024,5/9/2024,6/15/2024,16,Inventory Item
Wheel,WOR-745226X1005127-12NC,Work,VSN-CVT,26,26,10,5x127,,106.1,Bronze,Work VSN-CVT 26x10,"Charlotte, NC",37,0,0,0,0,13,28,124,28,71,46,95,57,96,578,166.99,179.24,Retail,264.76,239.54,226.94,214.33,201.72,189.11,214.33,183.69,257.19,33.77,No,No,,2/10/2026,6/29/2025,8/15/2025,,,6/29/2025,12/27/2024,12/8/2024,,13,Inventory Item
Wheel,TSW-206418X1206139.7-18MB,TSW,HRE-501,18,18,12,6x139.7,,74.1,Matte Black,TSW HRE-501 18x12,"Tampa, FL",18,0,0,0,0,56,145,157,12,66,53,70,49,164,297,168.99,156.85,Retail,232.45,210.31,199.24,188.17,177.1,166.03,188.17,185.89,225.81,23.67,No,No,,12/24/2025,6/3/2025,,,,6/3/2025,1/25/2025,12/26/2024,,16,Inventory Item
Wheel,TSW-206418X1206139.7-18MB,TSW,HRE-501,18,18,12,6x139.7,,74.1,Matte Black,TSW HRE-501 18x12,"Atlanta, GA",2,0,0,0,0,8,27,35,11,17,14,16,8,44,84,168.99,155.91,Retail,232.45,210.31,199.24,188.17,177.1,166.03,188.17,185.89,225.81,23.67,No,No,,9/29/2025,4/17/2025,10/8/2025,,,4/17/2025,3/9/2025,4/8/2024,,13,Inventory Item
Wheel,BBS-712617X1208165.1-ZBRM,BBS,ENK-92,17,17,12,8x165.1,,114.3,Bronze,BBS ENK-92 17x12,"Phoenix, AZ",45,77,0,0,0,39,107,32,59,17,26,119,51,77,545,161.99,151.28,Retail,238.13,215.45,204.11,192.77,181.43,170.09,192.77,178.19,231.33,28.57,No,Yes,,3/21/2026,12/4/2025,4/2/2025,,,12/4/2025,5/11/2024,7/9/2024,,18,Inventory Item
Wheel,BBS-712617X1208165.1-ZBRM,BBS,ENK-92,17,17,12,8x165.1,,114.3,Bronze,BBS ENK-92 17x12,"Dallas, TX",14,0,0,200,0,6,14,78,5,7,12,14,29,45,123,161.99,168.99,Retail,238.13,215.45,204.11,192.77,181.43,170.09,192.77,178.19,231.33,28.57,No,Yes,,10/6/2025,10/6/2025,,,,10/6/2025,5/3/2024,12/18/2024,1/25/2025,3,Inventory Item
Wheel,BBS-712617X1208165.1-ZBRM,BBS,ENK-92,17,17,12,8x165.1,,114.3,Bronze,BBS ENK-92 17x12,"Atlanta, GA",38,59,0,0,0,3,16,78,22,12,12,26,28,36,163,161.99,155.24,Retail,238.13,215.45,204.11,192.77,181.43,170.09,192.77,178.19,231.33,28.57,No,Yes,,11/17/2025,12/3/2025,,,,12/3/2025,6/13/2024,5/10/2024,,6,Inventory Item
Wheel,HRE-290318X805108-12NC,HRE,VSN-CVT,18,18,8,5x108,,74.1,Flat Black,HRE VSN-CVT 18x8,"Phoenix, AZ",62,0,0,0,0,5,27,55,21,20,9,38,4,52,162,176.99,173.61,Retail,293.62,265.66,251.68,237.69,223.71,209.73,237.69,194.69,285.23,36.71,No,No,,1/1/2026,8/31/2025,8/28/2025,,2/22/2026,8/31/2025,9/5/2024,9/17/2024,,18,Inventory Item
Wheel,HRE-290318X805108-12NC,HRE,VSN-CVT,18,18,8,5x108,,74.1,Flat Black,HRE VSN-CVT 18x8,"Houston, TX",7,88,0,0,0,16,92,289,13,11,49,30,30,24,188,176.99,165.74,Retail,293.62,265.66,251.68,237.69,223.71,209.73,237.69,194.69,285.23,36.71,No,No,,10/6/2025,8/8/2025,,,,8/8/2025,6/3/2024,8/22/2024,,2,Inventory Item
Wheel,HRE-290318X805108-12NC,HRE,VSN-CVT,18,18,8,5x108,5x108,74.1,Flat Black,HRE VSN-CVT 18x8,"Atlanta, GA",55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,176.99,178.69,Retail,293.62,265.66,251.68,237.69,223.71,209.73,237.69,194.69,285.23,36.71,No,No,,12/13/2025,3/20/2026,,,,3/20/2026,8/19/2024,5/26/2024,,17,Inventory Item
Wheel,HRE-290318X805108-12NC,HRE,VSN-CVT,18,18,8,5x108,,74.1,Flat Black,HRE VSN-CVT 18x8,"Tampa, FL",50,0,0,0,0,42,118,246,55,80,24,65,64,149,452,176.99,172.28,Retail,293.62,265.66,251.68,237.69,223.71,209.73,237.69,194.69,285.23,36.71,No,No,,12/18/2025,8/19/2025,,,,8/19/2025,12/20/2024,12/11/2024,11/9/2024,7,Inventory Item
Wheel,TSW-824322X806139.7SB,TSW,KNG-500,22,22,8,6x139.7,,74.1,Chrome,TSW KNG-500 22x8,"Tampa, FL",80,0,49,95,0,72,142,128,16,27,31,99,29,129,304,105.99,116.46,Retail,169.16,153.04,144.99,136.94,128.88,120.82,136.94,116.59,164.32,34.21,Yes,No,,12/11/2025,6/4/2025,,,,6/4/2025,3/29/2024,2/12/2025,,18,Inventory Item
Wheel,TSW-824322X806139.7SB,TSW,KNG-500,22,22,8,6x139.7,6x139.7,74.1,Chrome,TSW KNG-500 22x8,"Nashville, TN",35,0,0,58,0,27,37,268,92,57,45,28,61,131,295,105.99,106.09,Retail,169.16,153.04,144.99,136.94,128.88,120.82,136.94,116.59,164.32,34.21,Yes,No,,3/4/2026,7/1/2025,,,,7/1/2025,2/12/2025,7/5/2024,,19,Inventory Item
Wheel,TSW-824322X806139.7SB,TSW,KNG-500,22,22,8,6x139.7,,74.1,Chrome,TSW KNG-500 22x8,"Atlanta, GA",55,0,0,166,48,5,37,63,26,11,9,24,2,12,105,105.99,104.97,Retail,169.16,153.04,144.99,136.94,128.88,120.82,136.94,116.59,164.32,34.21,Yes,No,,10/9/2025,8/18/2025,11/27/2025,,,8/18/2025,3/15/2025,8/26/2024,8/20/2024,20,Inventory Item
Wheel,ROT-789128X805108MTBR,Rotiform,TSW-Nurburgring,28,28,8,5x108,,114.3,Gloss Black,Rotiform TSW-Nurburgring 28x8,"Nashville, TN",2,0,0,0,0,5,61,286,26,59,15,65,75,159,269,67.99,62.56,Retail,105.66,95.6,90.57,85.54,80.5,75.47,85.54,74.79,102.64,32.44,No,No,,12/13/2025,8/27/2025,,,,8/27/2025,8/26/2024,6/19/2024,2/12/2025,6,Inventory Item
Wheel,ROT-789128X805108MTBR,Rotiform,TSW-Nurburgring,28,28,8,5x108,5x108,114.3,Gloss Black,Rotiform TSW-Nurburgring 28x8,"Atlanta, GA",59,0,50,0,0,7,8,71,19,15,5,11,13,25,88,67.99,63.3,Retail,105.66,95.6,90.57,85.54,80.5,75.47,85.54,74.79,102.64,32.44,No,No,,2/16/2026,2/22/2026,,,,2/22/2026,7/23/2024,5/30/2024,,3,Inventory Item
Wheel,RAY-333118X1208165.1-18MB,Rays,ROT-BLQ,18,18,12,8x165.1,,78.1,Silver Machined,Rays ROT-BLQ 18x12,"Dallas, TX",25,18,0,0,18,37,60,47,93,10,30,60,13,68,554,40.99,42.27,Retail,63.7,57.64,54.6,51.57,48.54,45.5,51.57,45.09,61.88,32.44,No,Yes,,11/28/2025,9/10/2025,12/29/2025,,,9/10/2025,1/8/2025,9/3/2024,,3,Inventory Item
Wheel,RAY-333118X1208165.1-18MB,Rays,ROT-BLQ,18,18,12,8x165.1,,78.1,Silver Machined,Rays ROT-BLQ 18x12,"Atlanta, GA",8,0,43,0,0,2,11,42,5,18,12,27,17,7,88,40.99,38.86,Retail,63.7,57.64,54.6,51.57,48.54,45.5,51.57,45.09,61.88,32.44,No,Yes,,12/24/2025,3/22/2026,,10/30/2025,,3/22/2026,12/22/2024,7/31/2024,1/28/2025,15,Inventory Item
Wheel,RAY-333118X1208165.1-18MB,Rays,ROT-BLQ,18,18,12,8x165.1,,78.1,Silver Machined,Rays ROT-BLQ 18x12,"Nashville, TN",18,0,0,0,0,15,143,237,72,30,28,94,25,95,481,40.99,37.58,Retail,63.7,57.64,54.6,51.57,48.54,45.5,51.57,45.09,61.88,32.44,No,Yes,,12/22/2025,5/6/2025,,,,5/6/2025,3/24/2025,6/12/2024,,7,Inventory Item
Wheel,RAY-333118X1208165.1-18MB,Rays,ROT-BLQ,18,18,12,8x165.1,,78.1,Silver Machined,Rays ROT-BLQ 18x12,"Charlotte, NC",44,103,0,0,0,0,11,52,18,13,2,7,25,23,149,40.99,42.04,Retail,63.7,57.64,54.6,51.57,48.54,45.5,51.57,45.09,61.88,32.44,No,Yes,,3/9/2026,2/6/2026,,,,2/6/2026,11/16/2024,12/4/2024,,7,Inventory Item
Wheel,ENK-736028X1408165.1-ZBRM,Enkei,TSW-Nurburgring,28,28,14,8x165.1,,74.1,Matte Black,Enkei TSW-Nurburgring 28x14,"Dallas, TX",6,17,0,0,0,77,106,278,78,21,50,16,72,113,531,107.99,98.45,Retail,164.42,148.76,140.93,133.1,125.27,117.44,133.1,118.79,159.72,31.04,No,No,,11/10/2025,6/8/2025,,,,6/8/2025,6/29/2024,10/19/2024,12/30/2024,14,Inventory Item
Wheel,ENK-736028X1408165.1-ZBRM,Enkei,TSW-Nurburgring,28,28,14,8x165.1,,74.1,Matte Black,Enkei TSW-Nurburgring 28x14,"Orlando, FL",47,60,0,0,0,4,12,33,19,3,7,27,13,20,166,107.99,116.61,Retail,164.42,148.76,140.93,133.1,125.27,117.44,133.1,118.79,159.72,31.04,No,No,,3/16/2026,8/21/2025,,,,8/21/2025,8/30/2024,7/11/2024,,14,Inventory Item
Wheel,RAY-789426X905120SB,Rays,BBS-CH-R,26,26,9,5x120,,72.6,Gloss Black & Milled,Rays BBS-CH-R 26x9,"Dallas, TX",28,110,0,37,85,28,60,272,27,64,57,69,12,83,646,58.99,62.9,Retail,86.72,78.46,74.33,70.2,66.07,61.94,70.2,64.89,84.24,28.57,No,No,,12/26/2025,10/14/2025,,,,10/14/2025,1/21/2025,5/1/2024,3/16/2025,11,Inventory Item
Wheel,RAY-789426X905120SB,Rays,BBS-CH-R,26,26,9,5x120,,72.6,Gloss Black & Milled,Rays BBS-CH-R 26x9,"Tampa, FL",13,103,0,0,0,64,113,184,79,20,43,78,77,159,381,58.99,55.87,Retail,86.72,78.46,74.33,70.2,66.07,61.94,70.2,64.89,84.24,28.57,No,No,,3/11/2026,7/11/2025,,,,7/11/2025,3/4/2025,3/11/2025,,1,Inventory Item
Wheel,RAY-149018X1206135-ZBRM,Rays,HRE-501,18,18,12,6x135,,106.1,Gloss Black & Milled,Rays HRE-501 18x12,"Nashville, TN",65,0,0,0,0,4,7,45,29,6,10,20,14,41,131,71.99,71.76,Retail,100.54,90.96,86.17,81.39,76.6,71.81,81.39,79.19,97.67,24.81,No,Yes,,1/2/2026,9/19/2025,5/20/2025,,,9/19/2025,1/10/2025,6/20/2024,,15,Inventory Item
Wheel,RAY-149018X1206135-ZBRM,Rays,HRE-501,18,18,12,6x135,,106.1,Gloss Black & Milled,Rays HRE-501 18x12,"Phoenix, AZ",25,0,0,0,18,1,6,3,1,3,2,6,3,8,25,71.99,71.42,Retail,100.54,90.96,86.17,81.39,76.6,71.81,81.39,79.19,97.67,24.81,No,Yes,,3/24/2026,2/7/2026,,,,2/7/2026,11/24/2024,6/10/2024,,5,Inventory Item
Wheel,ADV-212818X1006139.7-12NC,Advan,WRK-Emotion,18,18,10,6x139.7,,110.1,Satin Black,Advan WRK-Emotion 18x10,"Orlando, FL",32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,240.99,247.22,Retail,346.67,313.65,297.14,280.64,264.13,247.62,280.64,265.09,336.76,27.01,No,Yes,,1/11/2026,5/10/2025,5/5/2025,,,5/10/2025,4/24/2024,6/28/2024,,5,Inventory Item
Wheel,ADV-212818X1006139.7-12NC,Advan,WRK-Emotion,18,18,10,6x139.7,,110.1,Satin Black,Advan WRK-Emotion 18x10,"Charlotte, NC",24,15,0,185,0,0,0,0,0,0,0,0,0,0,5,240.99,258.51,Retail,346.67,313.65,297.14,280.64,264.13,247.62,280.64,265.09,336.76,27.01,No,Yes,Yes,11/27/2025,6/23/2025,,,,6/23/2025,12/6/2024,11/11/2024,9/29/2024,4,Inventory Item
Wheel,BBS-790917X1208170SB,BBS,RYS-TE37,17,17,12,8x170,,78.1,Gloss Black & Milled,BBS RYS-TE37 17x12,"Dallas, TX",17,0,0,0,17,16,25,157,25,56,8,49,37,140,526,253.99,230.76,Retail,378.7,342.64,324.6,306.57,288.54,270.5,306.57,279.39,367.88,29.58,No,No,,11/11/2025,4/12/2025,,,,4/12/2025,6/13/2024,3/13/2025,,12,Inventory Item
Wheel,BBS-790917X1208170SB,BBS,RYS-TE37,17,17,12,8x170,,78.1,Gloss Black & Milled,BBS RYS-TE37 17x12,"Phoenix, AZ",28,67,59,0,0,1,0,6,4,1,1,6,3,5,26,253.99,233.67,Retail,378.7,342.64,324.6,306.57,288.54,270.5,306.57,279.39,367.88,29.58,No,No,,12/16/2025,7/31/2025,8/2/2025,,,7/31/2025,11/16/2024,11/4/2024,,14,Inventory Item
Wheel,BBS-790917X1208170SB,BBS,RYS-TE37,17,17,12,8x170,,78.1,Gloss Black & Milled,BBS RYS-TE37 17x12,"Charlotte, NC",5,0,0,161,0,21,115,73,61,50,19,38,65,60,634,253.99,272.31,Retail,378.7,342.64,324.6,306.57,288.54,270.5,306.57,279.39,367.88,29.58,No,No,,12/31/2025,11/8/2025,,,3/9/2026,11/8/2025,10/3/2024,2/11/2025,8/20/2024,9,Inventory Item
Wheel,TSW-357626X1055114.3-12NC,TSW,ROT-BLQ,26,26,10.5,5x114.3,,74.1,Chrome,TSW ROT-BLQ 26x10.5,"Orlando, FL",42,54,0,0,0,0,0,0,0,0,0,0,0,0,1,78.99,74.86,Retail,121.1,109.56,103.8,98.03,92.26,86.5,98.03,86.89,117.64,31.51,No,No,,2/20/2026,6/19/2025,,12/2/2025,,6/19/2025,11/4/2024,10/26/2024,,4,Inventory Item
Wheel,TSW-357626X1055114.3-12NC,TSW,ROT-BLQ,26,26,10.5,5x114.3,,74.1,Chrome,TSW ROT-BLQ 26x10.5,"Houston, TX",6,0,0,0,0,10,32,36,30,4,2,25,26,36,117,78.99,80.21,Retail,121.1,109.56,103.8,98.03,92.26,86.5,98.03,86.89,117.64,31.51,No,No,,2/21/2026,5/5/2025,5/15/2025,,,5/5/2025,12/24/2024,10/23/2024,6/16/2024,16,Inventory Item
Wheel,ROT-590918X1005127-18MB,Rotiform,WRK-Emotion,18,18,10,5x127,5x127,87.1,Chrome,Rotiform WRK-Emotion 18x10,"Tampa, FL",9,0,0,98,0,1,23,34,26,16,13,31,22,23,121,168.99,175.11,Retail,255.52,231.18,219.01,206.85,194.68,182.51,206.85,185.89,248.22,30.56,No,No,,12/21/2025,8/23/2025,4/19/2025,,,8/23/2025,5/13/2024,4/21/2024,11/10/2024,10,Inventory Item
Wheel,ROT-590918X1005127-18MB,Rotiform,WRK-Emotion,18,18,10,5x127,,87.1,Chrome,Rotiform WRK-Emotion 18x10,"Houston, TX",14,0,0,110,0,0,0,0,0,0,0,0,0,0,2,168.99,182.66,Retail,255.52,231.18,219.01,206.85,194.68,182.51,206.85,185.89,248.22,30.56,No,No,,12/2/2025,2/6/2026,,,,2/6/2026,8/10/2024,9/22/2024,,19,Inventory Item
Wheel,ROT-590918X1005127-18MB,Rotiform,WRK-Emotion,18,18,10,5x127,,87.1,Chrome,Rotiform WRK-Emotion 18x10,"Dallas, TX",54,39,0,0,0,34,31,119,43,21,34,69,38,29,546,168.99,176.64,Retail,255.52,231.18,219.01,206.85,194.68,182.51,206.85,185.89,248.22,30.56,No,No,,1/2/2026,12/15/2025,,,,12/15/2025,8/31/2024,1/5/2025,,17,Inventory Item
Wheel,HRE-256922X1055127MTBR,HRE,KNG-500,22,22,10.5,5x127,5x127,74.1,Flat Black,HRE KNG-500 22x10.5,"Tampa, FL",69,82,0,0,0,48,52,88,27,54,12,117,44,132,608,227.99,237.39,Retail,368.66,333.55,315.99,298.44,280.88,263.33,298.44,250.79,358.12,35.06,No,No,,12/15/2025,1/21/2026,,,,1/21/2026,6/8/2024,1/2/2025,,5,Inventory Item
Wheel,HRE-256922X1055127MTBR,HRE,KNG-500,22,22,10.5,5x127,,74.1,Flat Black,HRE KNG-500 22x10.5,"Dallas, TX",75,0,0,0,0,3,2,5,2,3,1,1,1,5,25,227.99,216.07,Retail,368.66,333.55,315.99,298.44,280.88,263.33,298.44,250.79,358.12,35.06,No,No,,2/11/2026,7/13/2025,,,3/13/2026,7/13/2025,5/20/2024,12/11/2024,,5,Inventory Item
